Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
;;;;X;;;ISO 5660;TRANSFEU;;TRANSFEU;1;2011-11-09 13:07:05
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
50;;;44.55;;;;13.30;;;;;81.51;;;;EX11-2_3;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);Mass (g)
655;5.068229075;55.696871
660;5.273348359;55.769249
665;6.572315399;55.698053
670;6.475470069;55.672084
675;5.341054026;55.788721
680;5.346887827;55.60153
685;6.548251423;55.636349
690;7.899856618;55.67884
695;8.246299296;55.674488
700;7.288445156;55.603901
705;7.287819227;55.58446
710;7.203125445;55.583436
715;7.108710591;55.675368
720;7.200185614;55.66365
725;8.261827601;55.587378
730;9.860622338;55.588623
735;9.973345254;55.586215
740;9.928986916;55.585562
745;9.825930888;55.661367
750;8.504211405;55.597667
755;9.479703771;55.49667
760;9.695817859;55.59018
765;9.441600952;55.476771
770;10.06476591;55.5622
775;9.029969689;55.587503
780;9.652753788;55.563634
785;9.519221618;55.495813
790;9.434455966;55.474288
795;10.72154416;55.476743
800;10.23551325;55.496259
805;9.81584807;55.56774
810;9.73062058;55.586443
815;9.320782041;55.477052
820;9.445154896;55.474681
825;9.246389288;55.475251
830;9.70210758;55.462526
835;9.834961496;55.405973
840;10.01240118;55.388408
845;8.697379694;55.445255
850;9.495579784;55.400519
855;9.47507029;55.456932
860;9.50407513;55.457239
865;9.720005163;55.387062
870;10.89206819;55.40291
875;12.06564055;55.385262
880;11.88792161;55.45542
885;10.99881885;55.387064
890;11.64944261;55.401927
895;11.30134885;55.389687
900;11.96119586;55.385208
905;13.37632773;55.387694
910;12.39785519;55.384237
915;12.27233671;55.385284
920;12.66972092;55.476519
925;11.67666079;55.38547
930;10.58279967;55.388084
935;11.62885916;55.385616
940;12.98230772;55.388944
945;12.24096031;55.275034
950;13.04746252;55.362006
955;11.8573324;55.377611
960;13.19480856;55.399229
965;13.54289089;55.384772
970;12.97159737;55.369345
975;13.89578618;55.380929
980;15.18968427;55.288511
