Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Fabric;Foam;;;F1A-2-1;Upholstery for passenger seats for trains, not vandalise protected;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:58:46
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;9;183.73;53.7;;;;;18.48;;1002.44;;62.65;0.00943;;2011-06-18;c_EW_F1A-2-1_2;;;;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
544;49.86542402;0.698270396
546;51.10436299;0.736692802
548;53.86989319;0.745582991
550;54.60004877;0.689646453
552;56.45987862;0.631774058
554;57.01571825;0.621225996
556;59.5288321;0.68921932
558;61.60631348;0.680069681
560;64.46694238;0.690261298
562;65.13828825;0.700181145
564;68.69928343;0.818174112
566;71.69397437;0.858601694
568;75.72347163;0.818118309
570;78.73355715;0.817873419
572;83.40001008;0.895582906
574;86.67962679;0.956254631
576;92.77291229;1.014571865
578;96.05958252;1.118186428
580;101.6675516;1.337700211
582;106.4150354;1.320085605
584;112.5483672;1.484072187
586;117.0048402;1.597464776
588;124.5375696;1.59455246
590;130.3483171;1.85064572
592;136.6122335;2.076496278
594;143.0295073;2.065952025
596;150.3042637;2.265240734
598;156.5083817;2.454311443
600;161.3718625;2.503158855
602;165.5930484;2.417712456
604;170.9335902;2.516472523
606;174.3746427;2.423482422
608;177.4388465;2.521750158
610;179.3982718;2.5510488
612;181.5201679;2.471400374
614;182.0470743;2.532601381
616;183.7085011;2.508850425
618;183.7103783;2.593985208
620;183.728527;2.544508331
622;182.3687623;2.575404953
624;182.7714252;2.780106814
626;180.3337717;2.465340467
628;178.5759912;2.456195923
630;177.6527818;2.522975007
632;176.3412339;2.292252494
634;173.6082579;2.327625476
636;172.1891389;2.372424735
638;169.3090126;2.285821813
640;167.273599;2.228846795
642;164.4161582;2.458854368
644;163.2973712;2.212964301
646;160.9615913;2.091461426
648;159.2210794;2.029915097
650;156.8591321;2.139591935
652;155.2904016;2.031594361
654;151.9485756;1.957718708
656;150.4628186;1.839873108
658;146.962998;1.87843323
660;145.0603555;1.711570222
662;142.0189146;1.803954988
664;140.369888;1.654286381
666;138.1847627;1.755323439
668;136.9037877;1.717338631
670;134.8433812;1.686721561
672;133.0824476;1.668096884
674;130.4474387;1.517821644
676;129.2539187;1.499976359
678;127.1049174;1.366633053
680;125.9058674;1.416031573
682;123.5302833;1.405092713
684;122.1407144;1.3077077
686;120.696334;1.437195933
688;120.2377574;1.279585654
690;117.7950411;1.245598736
692;116.8602549;1.215499575
694;114.1057195;1.197480079
696;112.0622211;1.216029335
698;109.6994034;1.236048551
700;109.4012805;1.115600838
702;107.0649722;1.077206356
704;105.6441692;1.146482782
706;102.9596754;1.08413735
708;102.4572553;1.023974753
710;99.9691572;0.955193093
712;98.46538015;0.913842983
714;95.61098984;0.835535839
716;95.26862848;0.806699742
718;92.19416157;0.875564023
720;91.09521162;0.81414247
722;88.4434455;0.734172557
724;88.12622438;0.71421204
726;86.02334074;0.757385928
728;84.958302;0.714790244
730;82.71208553;0.684618552
732;81.55883177;0.673101058
734;79.79307299;0.566006355
736;78.56123025;0.546892536
738;76.69298743;0.596030425
740;75.79747246;0.576945145
742;74.06363734;0.505465106
744;74.20148673;0.536849255
746;72.05468669;0.476765905
748;70.30317703;0.534433488
750;69.1722414;0.465783125
752;68.76758666;0.426926841
754;66.72385121;0.475305137
756;66.58189991;0.446156664
758;64.95023272;0.4454102
760;64.7442099;0.515288289
762;63.29841607;0.455749666
764;62.56720373;0.485190833
766;61.30626671;0.43480216
768;61.00089969;0.464938108
770;60.59547065;0.526381718
772;59.27997558;0.48515548
774;58.31010296;0.474605921
776;57.4020382;0.444771879
778;56.6329723;0.435119771
780;56.0532393;0.386911107
782;55.20161581;0.268242798
784;54.01641856;0.228057724
786;53.2122179;0.267040778
788;52.34194957;0.237696782
790;51.43836682;0.296553512
792;50.63090244;0.346440472
794;51.62930467;0.337037661
796;50.68893461;0.347068815
798;50.51009959;0.337037863
800;49.80384929;0.297386924
802;49.07329322;0.257119662
804;48.05747432;0.246225289
806;47.6226455;0.285620108
808;47.06435494;0.257020414
810;47.75196951;0.256895211
812;46.77563123;0.306913275
814;46.63580273;0.2969845
816;45.22272424;0.296404282
818;46.39836691;0.267208837
820;44.58905926;0.266621808
822;45.1914772;0.247295279
824;43.91359211;0.316553549
826;43.43005054;0.306002915
828;42.92434929;0.247211863
830;43.15476347;0.306422888
832;42.72335248;0.276376988
834;42.99259928;0.256673956
836;42.55918427;0.216993974
838;41.64460934;0.246270081
840;41.43220458;0.246681696
842;40.38840068;0.256473652
844;40.69703518;0.246186711
846;39.62736597;0.303948511
848;39.82802774;0.392387521
850;39.82224277;0.432437481
852;40.67056607;0.443680293
854;40.6359901;0.405015317
856;40.41576062;0.374021902
858;40.04486086;0.384600619
860;39.01205768;0.414205547
862;39.89749888;0.374739054
864;40.4887649;0.414043304
866;39.95999905;0.423922245
868;38.90047795;0.364179588
870;39.91580651;0.373948348
872;38.73192978;0.365341275
874;40.20672788;0.325400057
876;39.54397186;0.306723264
878;39.85194479;0.335244253
880;40.13605708;0.354946355
882;39.22750076;0.315586492
884;39.31127843;0.285916178
886;39.15545039;0.266237519
888;38.48207016;0.285958817
890;38.25340872;0.315540763
892;37.9923132;0.285271622
894;37.55796654;0.285342446
896;38.1654674;0.295804984
898;38.28824593;0.325305823
900;38.62685411;0.275935892
902;38.03755547;0.296137959
904;37.98131868;0.285917369
906;37.98532554;0.266681012
908;38.0299175;0.246504621
910;38.60132764;0.23704878
912;39.33493676;0.295935428
914;40.05192634;0.305305412
916;38.59753159;0.295747706
918;38.98354619;0.315587834
920;38.07492539;0.276571583
922;38.11756451;0.266733823
924;37.63123091;0.246552996
926;38.09420842;0.246106024
928;38.30364623;0.276220561
930;37.93961226;0.266316969
932;37.79178837;0.315587907
934;38.21641997;0.30584556
936;38.32634502;0.286491883
938;37.91672478;0.345832553
940;37.33720019;0.286449139
942;37.52027746;0.3153869
944;38.31306615;0.325465885
946;37.46154583;0.296427903
948;38.09048908;0.275666333
950;37.68335219;0.345124288
952;38.24726791;0.305665845
954;38.19736108;0.36572138
956;38.06977965;0.386053603
958;37.96180619;0.365007358
960;37.99107012;0.413926791
962;38.50963708;0.305187015
964;38.54029868;0.316268724
966;38.92205637;0.276127037
968;38.33691037;0.296862546
970;38.83469723;0.246915884
972;38.1130892;0.236703491
974;38.39130667;0.246939986
976;38.38943315;0.237050818
978;38.61948583;0.217773827
980;38.49494026;0.187775639
982;38.49114821;0.256466589
984;38.78402402;0.265834411
986;38.23626399;0.226918209
988;38.36379776;0.257118712
990;38.23373935;0.207955855
992;39.34539454;0.256491657
994;38.32615429;0.187436211
996;38.83815715;0.177927719
998;38.33452622;0.26686475
1000;38.03986113;0.227307058
1002;37.37580773;0.236668791
1004;38.23442201;0.265950833
1006;38.26231096;0.325418146
1008;38.03473731;0.336035962
1010;37.91248857;0.286030207
1012;37.47204092;0.315495836
1014;37.95419857;0.335887988
1016;36.96111546;0.296211901
1018;37.63968972;0.326089458
1020;37.89114045;0.355646143
1022;37.51631042;0.346289454
1024;37.38641807;0.375203374
1026;37.30437953;0.316053734
1028;38.2493945;0.374488473
1030;36.6305247;0.364686895
1032;37.09245727;0.335675994
1034;36.57643767;0.316084086
1036;35.67709049;0.345042518
1038;36.65667852;0.364669043
1040;35.79064455;0.385772287
1042;36.47001313;0.464951934
1044;36.0594284;0.435209468
1046;36.08759182;0.38500306
1048;36.13564704;0.405496667
1050;35.35160584;0.366059184
1052;36.29220137;0.356028543
1054;35.42501424;0.39558727
1056;35.29228042;0.325947693
1058;35.39511972;0.355386786
1060;34.56856429;0.355543635
1062;35.793071;0.384401375
1064;35.38295294;0.405812927
1066;35.24657938;0.335824896
1068;35.24286016;0.354675675
1070;34.45452118;0.36543706
1072;35.87946286;0.31656235
1074;35.29128945;0.336200402
1076;35.07147555;0.336216749
1078;34.80164547;0.285795455
1080;34.12551653;0.295708612
1082;35.01184031;0.364778029
1084;34.58286213;0.36533106
1086;34.6392702;0.385793337
1088;34.45192933;0.395605583
1090;33.93364821;0.433492492
1092;34.39792738;0.394740313
1094;34.30883407;0.463185738
1096;34.03413021;0.394702565
1098;34.47464899;0.424553229
1100;33.46739351;0.404726785
1102;34.46903776;0.453995983
1104;34.72861815;0.444950112
1106;34.21681775;0.523160176
1108;34.58980507;0.523110187
1110;33.06540784;0.453221336
1112;33.64301231;0.463616766
1114;33.44285718;0.462914814
1116;32.66925125;0.53274286
1118;34.08886615;0.552613024
1120;33.66738157;0.513264198
1122;33.24926998;0.53386228
1124;34.59067557;0.542849117
1126;33.76800968;0.532849135
1128;34.18198295;0.541603612
1130;34.27212738;0.521960035
1132;33.97036728;0.472764543
1134;34.84845857;0.473714543
1136;34.11039022;0.453864766
1138;34.83973623;0.513112904
1140;34.04466492;0.522904483
1142;34.14464262;0.512863181
1144;34.65516609;0.521679785
1146;33.40148715;0.522804169
1148;33.84552628;0.542557872
1150;32.90284436;0.502927332
1152;32.06745933;0.492174848
1154;31.992112;0.492174848
1156;31.95228444;0.511985748
1158;33.48361246;0.493090075
1160;33.69588932;0.502117259
1162;32.31108728;0.493234429
1164;33.69738324;0.473575942
1166;32.38739816;0.424141172
1168;32.13058727;0.482521691
1170;32.67011656;0.501230909
1172;31.7711152;0.598448462
1174;32.59782676;0.698888285
1176;31.39907454;0.740571284
1178;31.11000684;0.699914276
1180;31.033696;0.659289318
1182;29.33553439;0.708352179
1184;29.41726671;0.697452093
1186;29.99667429;0.69844462
1188;30.55389278;0.697211505
1190;30.61064033;0.717979433
1192;29.27306805;0.807091292
1194;29.25722025;0.767758513
1196;29.324503;0.818610938
1198;29.324503;0.79864954
1200;29.2027081;0.726600034
