Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
PVC wall carpet;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000027_EUREFIC10;;1;2003-08-05 13:29:05
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
35;22;106;8.9;44;28;13.6;6.3;NA;NA;155;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
162.06; 10.9134; 0.0471; 123.299
164.058; 11.0398; 0.0467; 122.207
166.578; 11.1662; 0.0462; 119.932
168.558; 9.9116; 0.0458; 130.245
170.76; 9.8419; 0.0488; 133.264
172.8; 9.5937; 0.0254; 128.818
174.798; 8.9906; 0.0366; 122.967
177.3; 9.5441; 0.0445; 123.374
179.298; 10.2683; 0.0491; 101.426
181.32; 10.2021; 0.0428; 90.1286
183.318; 9.9941; 0.0675; 88.3265
185.322; 9.888; 0.0562; 88.5234
187.878; 9.6169; 0.0489; 82.4597
189.858; 9.838; 0.0443; 86.6181
192.18; 10.5451; 0.0477; 86.1538
194.178; 10.3419; 0.0475; 81.5388
196.2; 10.3834; 0.0463; 77.9113
198.678; 10.3565; 0.0464; 76.2296
200.7; 10.2021; 0.0464; 73.2879
202.68; 10.2693; 0.0463; 71.2861
204.66; 10.2461; 0.045; 68.5853
206.682; 10.3076; 0.0459; 67.2162
209.202; 8.7153; 0.0457; 64.9679
211.2; 9.0198; 0.0453; 61.1252
213.18; 9.4683; 0.0447; 59.4516
215.52; 9.9507; 0.0462; 59.4554
217.518; 9.5761; 0.047; 57.1995
220.02; 9.6538; 0.0479; 53.9919
222.078; 9.5715; 0.0478; 52.7199
224.082; 8.6177; 0.0473; 52.4676
226.122; 8.9132; 0.0467; 51.7285
228.138; 9.8685; 0.0453; 52.3605
230.682; 9.426; 0.0442; 52.7756
232.68; 10.9388; 0.0444; 53.9293
234.678; 9.6581; 0.0452; 51.5908
236.682; 10.8684; 0.0434; 50.4334
238.902; 9.9343; 0.0443; 48.123
241.398; 10.1067; 0.0434; 47.8937
243.402; 10.0083; 0.0443; 45.8064
245.4; 10.3015; 0.0439; 45.0919
247.398; 10.6462; 0.0457; 43.4027
249.378; 10.7365; 0.0455; 41.8293
251.898; 10.575; 0.0461; 39.3205
253.902; 10.6144; 0.0438; 36.7387
255.942; 10.578; 0.0441; 35.4791
257.922; 10.1738; 0.0426; 34.0144
260.262; 10.9202; 0.0429; 33.241
262.8; 11.3704; 0.0432; 32.6213
264.822; 11.0519; 0.0445; 32.7767
266.802; 11.5672; 0.0438; 31.7511
268.818; 11.5657; 0.0439; 31.5266
270.9; 10.2977; 0.0445; 31.0146
273.402; 10.8674; 0.0436; 30.3429
275.4; 10.3407; 0.0432; 30.3002
277.458; 11.4756; 0.0439; 31.593
279.462; 12.0088; 0.045; 31.4006
281.46; 11.8548; 0.0426; 31.6122
284.322; 11.8352; 0.0442; 33.7021
286.278; 11.633; 0.0435; 34.721
288.282; 12.9487; 0.0426; 27.4039
290.322; 12.9417; 0.0426; 21.1598
