Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
EPDM rubber and epoxy adhesive;Aluminium plate;;;IN16-2;Floor composite for passenger trains;;ISO 5660;TRANSFEU;;TRANSFEU;1;2012-06-20 12:34:50
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Sample mass (g);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);MARHE (kW/m2);Area exposed (m2);Observations;Test date (YYYY-MM-DD);Test identifier;Product thickness (mm);Thickness1 (mm);Thickness2 (mm);Thickness3 (mm);Thickness4 (mm);Product density (kg/m3);Density1 (kg/m3);Density2 (kg/m3);Density3 (kg/m3);Density4 (kg/m3);Product area weight (kg/m2);Area weight1 (kg/m2);Area weight2 (kg/m2);Area weight3 (kg/m2);Area weight4 (kg/m2)
25;19;64.56;36.8;;;;;15.12;;685.42;;37.57;0.00943;;2011-06-18;c_EW_in16-2_1;6;3;3;;;;;;;;;;;;
VectorData
Time (s);HRR (kW/m2);SPR (m2/(m2*s))
1022;12.56851413;0.687787943
1024;11.82999822;0.679175714
1026;12.55073302;0.69993048
1028;11.55247161;0.708457321
1030;11.69553668;0.729549947
1032;12.1279021;0.709620585
1034;12.30529205;0.728507601
1036;12.1097294;0.748485847
1038;11.76444137;0.739449104
1040;11.53903439;0.67927813
1042;11.24467737;0.620599285
1044;11.39771902;0.668237611
1046;12.07573172;0.61042474
1048;11.28469148;0.590705128
1050;12.24238697;0.561169872
1052;11.64662574;0.620001002
1054;11.60506445;0.60031843
1056;11.38576292;0.588564316
1058;11.03035351;0.649654192
1060;11.65351489;0.630419693
1062;11.04745382;0.638631354
1064;11.222364;0.647293751
1066;11.20114853;0.6487128
1068;10.72874659;0.607645996
1070;11.18547577;0.639901791
1072;10.38820375;0.618864704
1074;10.80298229;0.56999684
1076;10.54951283;0.579710739
1078;10.20496126;0.560975495
1080;10.69351967;0.571103018
1082;9.415143881;0.570712213
1084;10.49532038;0.560421071
1086;9.904212194;0.560845272
1088;10.07281494;0.531298209
1090;10.66566076;0.561842455
1092;9.747512069;0.580804243
1094;10.94429474;0.580580102
1096;10.11182814;0.591563227
1098;10.01713626;0.560872347
1100;9.516949967;0.531274312
1102;9.246030289;0.50183173
1104;8.783421825;0.490327101
1106;9.115184696;0.539307398
1108;9.368816841;0.5883037
1110;9.060684718;0.542022563
1112;10.11986392;0.53243251
1114;9.276784457;0.483151527
1116;9.275857447;0.443710586
1118;9.22417697;0.473314037
1120;9.629153592;0.432952865
1122;10.17873062;0.403530684
1124;9.054775764;0.432283759
1126;9.629207016;0.432869283
1128;8.958956771;0.43303643
1130;7.492801764;0.39361496
1132;5.44074523;0.383831229
1134;7.042752242;0.394257743
1136;8.12571508;0.344580288
1138;13.94089059;0.335169692
1140;11.98257112;0.334635201
1142;10.34777267;0.315468999
1144;8.758439707;0.315468999
1146;9.054128869;0.314825384
1148;10.25743446;0.254758523
1150;15.5009261;0.324554049
1152;10.48150091;0.333806684
1154;10.03015335;0.334519206
1156;8.244613573;0.324503011
1158;9.848088367;0.323975038
1160;8.586276798;0.314978226
1162;6.718055592;0.285272818
1164;7.648380405;0.304870397
1166;5.026221716;0.285532463
1168;8.093461923;0.26559883
1170;7.038770292;0.31484257
1172;8.942383728;0.423004485
1174;6.387819595;0.295109812
1176;6.929503832;0.295065223
1178;7.077124179;0.294712412
1180;7.994040563;0.314796052
1182;7.196047755;0.314796052
1184;7.92882721;0.334492195
1186;8.515878365;0.314264109
1188;8.058374496;0.314720115
1190;8.801263115;0.255292254
1192;8.352474761;0.274889511
1194;8.356116034;0.245544062
1196;8.354853114;0.265147507
1198;8.367838249;0.255800498
1200;8.368242171;0.28524445
