Keywords
Material1;Material2;Material3;Material4;Product;Object;Scenario;Method;Reference;Comment;Owner;IsPublic;ImportDate
Textile wall covering;paper plasterboard;;;;;;ISO 5660;EUREFIC;CS000018_EUREFIC3;;1;2003-08-05 13:10:59
Scalars
Flux (kW/m2);tig (s);qmax (kw/m2);qtotal (MJ/m2);q180 (kw/m2);q300 (kw/m2);Mass loss (g);DHc (MJ/kg);Peak smoke production (m2/m2s);Total smoke produced (m2/m2);Specific extinction area (avg) (m2/kg);Area (m2);Thickness (mm);Density (kg/m3)
25;136;200;8.3;45;NA;11.2;7.4;NA;NA;38;0.01;;
VectorData
Time (s);HRR (kW/m2);MLR (g/s);SEA (m2/kg)
210.918; 27.6235; 0.047; 13.6171
212.922; 28.8853; 0.0473; 13.7608
214.98; 28.6223; 0.0475; 13.6707
218.322; 29.5196; 0.0498; 13.4571
220.362; 29.3681; 0.0457; 14.0958
222.438; 28.9946; 0.0463; 14.23
224.442; 29.1698; 0.0458; 14.5619
226.92; 29.4873; 0.0448; 14.4256
229.38; 29.8545; 0.0444; 15.2914
231.42; 28.0147; 0.0439; 15.3736
233.442; 27.9146; 0.044; 15.2322
235.422; 27.3428; 0.0437; 15.3045
237.96; 26.2481; 0.0449; 15.5501
239.958; 25.0736; 0.0438; 14.8144
241.962; 24.5781; 0.0433; 14.4434
244.02; 25.4994; 0.0423; 14.4699
246.042; 23.7655; 0.0418; 14.7548
248.622; 23.2169; 0.0403; 14.5391
250.638; 23.2337; 0.038; 14.6321
255.342; 22.7703; 0.0393; 14.3289
260.358; 21.4777; 0.0414; 13.6511
262.398; 22.0636; 0.039; 12.5705
264.402; 21.8905; 0.0385; 12.034
266.46; 21.2292; 0.0382; 12.0549
268.98; 20.4161; 0.0385; 12.3545
270.978; 20.3766; 0.0383; 12.4771
272.982; 18.861; 0.0376; 12.8395
275.022; 18.6121; 0.0357; 13.7178
277.02; 18.6692; 0.0371; 14.2102
279.9; 17.3832; 0.0367; 14.4832
281.898; 17.4159; 0.0358; 14.9344
283.902; 17.1958; 0.0355; 15.0766
285.918; 16.4133; 0.0365; 15.1376
287.922; 16.7009; 0.0333; 15.6659
290.418; 16.207; 0.0325; 12.6367
292.398; 15.6476; 0.0343; 9.8167
